deviceid,senseStartTimeMillis,userid,longitude,sensorType,local_time,Provider,latitude,accuracy,speed,configAccuracy,class
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444018094000,000000,-72.2690998950,Location,00:08:14:000 05 10 2015 -0400 EDT,GPS,41.8089430780,100,0,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444018100000,000000,-72.2690589913,Location,00:08:20:000 05 10 2015 -0400 EDT,GPS,41.8089827663,30,0,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444019006000,000000,-72.2690817901,Location,00:23:15:183 05 10 2015 -0400 EDT,GPS,41.8087958917,10,0,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444019599000,000000,-72.2637411289,Location,00:33:19:231 05 10 2015 -0400 EDT,GPS,41.8076357210,8241,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444019606000,000000,-72.2688503024,Location,00:33:25:675 05 10 2015 -0400 EDT,GPS,41.8089347423,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444019899000,000000,-72.2637002269,Location,00:38:19:266 05 10 2015 -0400 EDT,GPS,41.8076254162,8308,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444019906000,000000,-72.2688508595,Location,00:38:25:710 05 10 2015 -0400 EDT,GPS,41.8089347930,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020619000,000000,-72.2625945297,Location,00:50:07:492 05 10 2015 -0400 EDT,GPS,41.8073448084,8000,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020619000,000000,-72.2688511397,Location,00:50:07:495 05 10 2015 -0400 EDT,GPS,41.8089359428,65,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020619000,000000,-72.2625945297,Location,00:50:07:492 05 10 2015 -0400 EDT,GPS,41.8073448084,8000,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020619000,000000,-72.2688511397,Location,00:50:07:673 05 10 2015 -0400 EDT,GPS,41.8089359428,65,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020620000,000000,-72.2607604607,Location,00:50:07:753 05 10 2015 -0400 EDT,GPS,41.8068782758,8000,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020620000,000000,-72.2689143776,Location,00:50:07:769 05 10 2015 -0400 EDT,GPS,41.8089400105,165,-1,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020636000,000000,-72.2688512885,Location,00:50:36:467 05 10 2015 -0400 EDT,GPS,41.8089330485,65,-1,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444020993000,000000,-72.2690506932,Location,00:56:33:000 05 10 2015 -0400 EDT,GPS,41.8088763161,10,0,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022419000,000000,-72.2690791917,Location,01:08:13:000 05 10 2015 -0400 EDT,GPS,41.8089161301,10,0,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022419000,000000,-72.2688507075,Location,01:17:59:626 05 10 2015 -0400 EDT,GPS,41.8089347841,20,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022419000,000000,-72.2690791917,Location,01:08:13:000 05 10 2015 -0400 EDT,GPS,41.8089161301,10,0,kCLLocationAccuracyNearestTenMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022419000,000000,-72.2689547898,Location,01:20:07:692 05 10 2015 -0400 EDT,GPS,41.8088854440,891,-1,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022419000,000000,-72.2689149971,Location,01:20:07:805 05 10 2015 -0400 EDT,GPS,41.8089380444,165,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022420000,000000,-72.2688514699,Location,01:20:19:465 05 10 2015 -0400 EDT,GPS,41.8089348160,65,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444022946000,000000,-72.2689810396,Location,01:29:06:000 05 10 2015 -0400 EDT,GPS,41.8088492845,10,0,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024203000,000000,-72.2690320854,Location,01:38:13:000 05 10 2015 -0400 EDT,GPS,41.8088253122,30,0,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024204000,000000,-72.2688508893,Location,01:45:00:563 05 10 2015 -0400 EDT,GPS,41.8089348006,20,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024204000,000000,-72.2690320854,Location,01:38:13:000 05 10 2015 -0400 EDT,GPS,41.8088253122,30,0,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024204000,000000,-72.2691224176,Location,01:49:52:212 05 10 2015 -0400 EDT,GPS,41.8090796688,892,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024204000,000000,-72.2688521380,Location,01:49:52:349 05 10 2015 -0400 EDT,GPS,41.8089350907,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024462000,000000,-72.2705007645,Location,01:54:22:298 05 10 2015 -0400 EDT,GPS,41.8132500033,5318,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444024500000,000000,-72.2688520691,Location,01:54:59:613 05 10 2015 -0400 EDT,GPS,41.8089349667,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444025991000,000000,-72.2688509217,Location,02:19:39:311 05 10 2015 -0400 EDT,GPS,41.8089351522,65,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444027776000,000000,-72.2689859849,Location,02:37:45:000 05 10 2015 -0400 EDT,GPS,41.8087804271,30,0,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444027776000,000000,-72.2688504894,Location,02:48:00:480 05 10 2015 -0400 EDT,GPS,41.8089347642,20,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444027776000,000000,-72.2689859849,Location,02:37:45:000 05 10 2015 -0400 EDT,GPS,41.8087804271,30,0,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444027776000,000000,-72.2688635327,Location,02:49:24:337 05 10 2015 -0400 EDT,GPS,41.8087515939,888,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444027776000,000000,-72.2688505017,Location,02:49:24:491 05 10 2015 -0400 EDT,GPS,41.8089346630,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028034000,000000,-72.2636944691,Location,02:53:54:405 05 10 2015 -0400 EDT,GPS,41.8076238608,8319,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028072000,000000,-72.2688503847,Location,02:54:31:754 05 10 2015 -0400 EDT,GPS,41.8089347499,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028334000,000000,-72.2632763766,Location,02:58:54:457 05 10 2015 -0400 EDT,GPS,41.8075176453,9055,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028379000,000000,-72.2688508314,Location,02:59:38:610 05 10 2015 -0400 EDT,GPS,41.8089347909,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028635000,000000,-72.2632039917,Location,03:03:54:510 05 10 2015 -0400 EDT,GPS,41.8074991756,9191,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444028686000,000000,-72.2689160057,Location,03:04:45:480 05 10 2015 -0400 EDT,GPS,41.8089404232,165,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444040759000,000000,-72.2690206860,Location,06:19:47:000 05 10 2015 -0400 EDT,GPS,41.8088061596,30,0,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444040760000,000000,-72.2646677198,Location,06:25:48:777 05 10 2015 -0400 EDT,GPS,41.8077736145,6965,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444040760000,000000,-72.2621918848,Location,06:25:48:800 05 10 2015 -0400 EDT,GPS,41.8071863343,6965,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444040760000,000000,-72.2688504894,Location,06:24:00:079 05 10 2015 -0400 EDT,GPS,41.8089347642,20,-1,kCLLocationAccuracyNearestTenMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444040760000,000000,-72.2688492770,Location,06:25:49:281 05 10 2015 -0400 EDT,GPS,41.8089346446,65,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444041323000,000000,-72.2689558939,Location,06:35:22:999 05 10 2015 -0400 EDT,GPS,41.8087647530,10,0,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444041573000,000000,-72.2689558939,Location,06:39:22:984 05 10 2015 -0400 EDT,GPS,41.8087647530,10,0,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444042550000,000000,-72.2637995092,Location,06:55:49:537 05 10 2015 -0400 EDT,GPS,41.8075605005,8270,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444042556000,000000,-72.2688499713,Location,06:55:55:978 05 10 2015 -0400 EDT,GPS,41.8089347118,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444042850000,000000,-72.2637000624,Location,07:00:49:589 05 10 2015 -0400 EDT,GPS,41.8076254006,8308,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444042856000,000000,-72.2688513061,Location,07:00:56:035 05 10 2015 -0400 EDT,GPS,41.8089348336,65,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444043065000,000000,-72.2713168390,Location,07:04:24:506 05 10 2015 -0400 EDT,GPS,41.8153861326,9809,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444043065000,000000,-72.2718252875,Location,07:04:24:545 05 10 2015 -0400 EDT,GPS,41.8167166660,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444043813000,000000,-72.2689472605,Location,07:16:53:000 05 10 2015 -0400 EDT,GPS,41.8089076644,10,0,kCLLocationAccuracyNearestTenMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044191000,000000,-72.2711303435,Location,07:23:10:660 05 10 2015 -0400 EDT,GPS,41.8147807984,8044,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044191000,000000,-72.2717269277,Location,07:23:10:698 05 10 2015 -0400 EDT,GPS,41.8164265849,5000,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044197000,000000,-72.2688509264,Location,07:23:17:129 05 10 2015 -0400 EDT,GPS,41.8089349246,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044278000,000000,-72.2658175117,Location,07:24:38:000 05 10 2015 -0400 EDT,GPS,41.8081641658,5307,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044278000,000000,-72.2637111293,Location,07:24:38:039 05 10 2015 -0400 EDT,GPS,41.8076285094,5307,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044278000,000000,-72.2622485967,Location,07:24:38:077 05 10 2015 -0400 EDT,GPS,41.8072565851,5307,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044309000,000000,-72.2689449567,Location,07:25:08:721 05 10 2015 -0400 EDT,GPS,41.8142354028,8000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044309000,000000,-72.2711112062,Location,07:25:08:762 05 10 2015 -0400 EDT,GPS,41.8162682838,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044309000,000000,-72.2715343018,Location,07:25:08:801 05 10 2015 -0400 EDT,GPS,41.8166653309,5000,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044498000,000000,-72.2688502045,Location,07:28:17:572 05 10 2015 -0400 EDT,GPS,41.8089348581,65,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044595000,000000,-72.2649042753,Location,07:29:55:415 05 10 2015 -0400 EDT,GPS,41.8079317862,6500,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044596000,000000,-72.2625271874,Location,07:29:55:455 05 10 2015 -0400 EDT,GPS,41.8073273456,6500,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044596000,000000,-72.2610953415,Location,07:29:55:492 05 10 2015 -0400 EDT,GPS,41.8069632590,6500,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044764000,000000,-72.2686639851,Location,07:32:44:132 05 10 2015 -0400 EDT,GPS,41.8141639407,8000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044764000,000000,-72.2710322816,Location,07:32:44:172 05 10 2015 -0400 EDT,GPS,41.8162482102,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044764000,000000,-72.2714948395,Location,07:32:44:207 05 10 2015 -0400 EDT,GPS,41.8166552940,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444044805000,000000,-72.2688505681,Location,07:33:24:477 05 10 2015 -0400 EDT,GPS,41.8089348911,65,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444045542000,000000,-72.2711343709,Location,07:45:42:291 05 10 2015 -0400 EDT,GPS,41.8149089224,8327,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444045543000,000000,-72.2717393323,Location,07:45:42:365 05 10 2015 -0400 EDT,GPS,41.8164918088,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444045802000,000000,-72.2688502498,Location,07:50:01:825 05 10 2015 -0400 EDT,GPS,41.8089348658,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444045983000,000000,-72.2710846288,Location,07:53:02:928 05 10 2015 -0400 EDT,GPS,41.8147794141,8000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444045983000,000000,-72.2717122377,Location,07:53:02:961 05 10 2015 -0400 EDT,GPS,41.8164210960,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046060000,000000,-72.2682529288,Location,07:54:19:739 05 10 2015 -0400 EDT,GPS,41.8139553399,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046060000,000000,-72.2656331150,Location,07:54:19:798 05 10 2015 -0400 EDT,GPS,41.8118363521,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046060000,000000,-72.2637492039,Location,07:54:19:820 05 10 2015 -0400 EDT,GPS,41.8103125855,5000,-1,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046109000,000000,-72.2688496113,Location,07:55:08:713 05 10 2015 -0400 EDT,GPS,41.8089347139,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046208000,000000,-72.2712594446,Location,07:56:48:222 05 10 2015 -0400 EDT,GPS,41.8152358570,9286,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046208000,000000,-72.2718005450,Location,07:56:48:262 05 10 2015 -0400 EDT,GPS,41.8166518998,5000,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046387000,000000,-72.2682829034,Location,07:59:47:191 05 10 2015 -0400 EDT,GPS,41.8140337297,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046387000,000000,-72.2656546698,Location,07:59:47:228 05 10 2015 -0400 EDT,GPS,41.8118927222,5000,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046388000,000000,-72.2637647040,Location,07:59:47:264 05 10 2015 -0400 EDT,GPS,41.8103531214,5000,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046416000,000000,-72.2688500889,Location,08:00:15:578 05 10 2015 -0400 EDT,GPS,41.8089347579,65,-1,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046500000,000000,-72.2712087974,Location,08:01:39:824 05 10 2015 -0400 EDT,GPS,41.8151043042,8875,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444046500000,000000,-72.2717770494,Location,08:01:39:865 05 10 2015 -0400 EDT,GPS,41.8165906510,5000,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047260000,000000,-72.2614147402,Location,08:14:10:079 05 10 2015 -0400 EDT,GPS,41.8084143642,5000,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047261000,000000,-72.2686924915,Location,08:13:57:018 05 10 2015 -0400 EDT,GPS,41.8089250193,20,-1,kCLLocationAccuracyNearestTenMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047262000,000000,-72.2680194114,Location,08:14:10:573 05 10 2015 -0400 EDT,GPS,41.8085153271,65,-1,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047262000,000000,-72.2678318807,Location,08:14:13:000 05 10 2015 -0400 EDT,GPS,41.8086388568,10,1.3500000238419,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047263000,000000,-72.2677244247,Location,08:14:22:342 05 10 2015 -0400 EDT,GPS,41.8086832390,5,1.0700000524521,kCLLocationAccuracyHundredMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047263000,000000,-72.2677244247,Location,08:14:22:351 05 10 2015 -0400 EDT,GPS,41.8086832390,5,1.0700000524521,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047294000,000000,-72.2667284144,Location,08:14:53:700 05 10 2015 -0400 EDT,GPS,41.8079396679,65,-1,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047294000,000000,-72.2667284144,Location,08:14:53:792 05 10 2015 -0400 EDT,GPS,41.8079396679,65,-1,kCLLocationAccuracyNearestTenMeters,3
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047294000,000000,-72.2667284144,Location,08:14:53:808 05 10 2015 -0400 EDT,GPS,41.8079396679,65,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047297000,000000,-72.2669870686,Location,08:14:57:000 05 10 2015 -0400 EDT,GPS,41.8083726056,10,2.5999999046326,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047297000,000000,-72.2669870686,Location,08:14:57:154 05 10 2015 -0400 EDT,GPS,41.8083726056,10,2.5999999046326,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047298000,000000,-72.2669870686,Location,08:14:57:167 05 10 2015 -0400 EDT,GPS,41.8083726056,10,2.5999999046326,kCLLocationAccuracyHundredMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047362000,000000,-72.2658104435,Location,08:16:02:452 05 10 2015 -0400 EDT,GPS,41.8079973008,65,-1,kCLLocationAccuracyHundredMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047363000,000000,-72.2658104435,Location,08:16:02:608 05 10 2015 -0400 EDT,GPS,41.8079973008,65,-1,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047363000,000000,-72.2658104435,Location,08:16:02:642 05 10 2015 -0400 EDT,GPS,41.8079973008,65,-1,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047367000,000000,-72.2659554240,Location,08:16:07:000 05 10 2015 -0400 EDT,GPS,41.8080755510,10,1.0599999427795,kCLLocationAccuracyNearestTenMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047367000,000000,-72.2659554240,Location,08:16:07:227 05 10 2015 -0400 EDT,GPS,41.8080755510,10,1.0599999427795,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047368000,000000,-72.2659554240,Location,08:16:07:236 05 10 2015 -0400 EDT,GPS,41.8080755510,10,1.0599999427795,kCLLocationAccuracyHundredMeters,4
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047447000,000000,-72.2646898701,Location,08:17:26:524 05 10 2015 -0400 EDT,GPS,41.8077128698,65,-1,kCLLocationAccuracyHundredMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047447000,000000,-72.2646898701,Location,08:17:26:592 05 10 2015 -0400 EDT,GPS,41.8077128698,65,-1,kCLLocationAccuracyNearestTenMeters,0
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047447000,000000,-72.2646898701,Location,08:17:26:600 05 10 2015 -0400 EDT,GPS,41.8077128698,65,-1,kCLLocationAccuracyNearestTenMeters,1
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047449000,000000,-72.2646342684,Location,08:17:29:001 05 10 2015 -0400 EDT,GPS,41.8079152052,10,1.039999961853,kCLLocationAccuracyNearestTenMeters,2
14259BC9-DEDE-4E28-A653-1F39B2DD4A0E,1444047449000,000000,-72.2646342684,Location,08:17:29:153 05 10 2015 -0400 EDT,GPS,41.8079152052,10,1.039999961853,kCLLocationAccuracyHundredMeters,2
